Unnamed: 0,1: Support,2: Waste of money,3: Version errors (SO),5: Bugs,6: Long time users (upgrade),9: Personal data,11: Quickbooks,12: TurboTax,13: Install,14: Downloaded and bought from Amazon,17: slow performance,18: hard to use,Dom_Topic
13966,0.21,0.01,0.16,0.01,0.07,0.05,0.01,0.01,0.02,0.04,0.01,0.03,0
13967,0.02,0.05,0.16,0.02,0.06,0.06,0.03,0.06,0.02,0.04,0.02,0.06,0
13968,0.1,0.06,0.03,0.03,0.04,0.06,0.03,0.03,0.07,0.05,0.04,0.06,16
13969,0.03,0.08,0.02,0.08,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.08,0
13970,0.02,0.1,0.09,0.01,0.08,0.01,0.06,0.12,0.01,0.01,0.02,0.03,16
13971,0.03,0.09,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.07,0.03,0.03,0
13972,0.11,0.02,0.02,0.02,0.03,0.02,0.08,0.03,0.04,0.02,0.02,0.02,0
13973,0.14,0.02,0.03,0.02,0.11,0.02,0.06,0.03,0.04,0.03,0.02,0.02,16
13974,0.03,0.19,0.04,0.03,0.04,0.03,0.03,0.12,0.03,0.03,0.03,0.13,2
13975,0.1,0.06,0.2,0.03,0.03,0.03,0.05,0.03,0.09,0.05,0.04,0.02,3
13976,0.07,0.06,0.03,0.04,0.04,0.03,0.06,0.15,0.03,0.09,0.04,0.03,12
13977,0.16,0.08,0.02,0.01,0.05,0.01,0.02,0.02,0.03,0.02,0.01,0.07,16
13978,0.03,0.12,0.12,0.03,0.07,0.04,0.03,0.03,0.03,0.1,0.03,0.05,2
13979,0.02,0.11,0.03,0.02,0.08,0.05,0.03,0.03,0.06,0.05,0.02,0.05,0
13980,0.19,0.02,0.02,0.02,0.12,0.02,0.02,0.02,0.06,0.02,0.02,0.08,16
13981,0.07,0.01,0.04,0.01,0.1,0.03,0.01,0.01,0.03,0.02,0.01,0.01,16
13982,0.04,0.04,0.1,0.04,0.04,0.05,0.06,0.05,0.11,0.1,0.04,0.04,13
13983,0.05,0.04,0.02,0.04,0.33,0.01,0.13,0.01,0.02,0.04,0.01,0.04,6
13984,0.13,0.03,0.04,0.02,0.02,0.06,0.03,0.02,0.02,0.06,0.02,0.07,0
13985,0.07,0.04,0.05,0.01,0.14,0.01,0.01,0.01,0.01,0.05,0.01,0.02,16
13986,0.03,0.06,0.07,0.01,0.28,0.02,0.06,0.01,0.01,0.03,0.03,0.01,6
13987,0.09,0.06,0.09,0.01,0.1,0.04,0.09,0.03,0.01,0.02,0.01,0.01,16
13988,0.06,0.04,0.05,0.01,0.22,0.02,0.01,0.02,0.01,0.01,0.01,0.02,16
13989,0.01,0.01,0.09,0.01,0.21,0.01,0.01,0.02,0.02,0.04,0.02,0.03,0
13990,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.13,0.19,0.04,0.04,14
13991,0.08,0.05,0.03,0.06,0.03,0.03,0.13,0.08,0.03,0.14,0.03,0.03,14
13992,0.11,0.06,0.03,0.03,0.1,0.03,0.06,0.05,0.03,0.17,0.04,0.04,14
13993,0.05,0.03,0.23,0.01,0.06,0.04,0.04,0.02,0.06,0.1,0.01,0.03,3
13994,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.12,0
13995,0.09,0.04,0.04,0.04,0.08,0.05,0.05,0.04,0.05,0.04,0.04,0.04,15
13996,0.03,0.04,0.1,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.08,16
13997,0.05,0.03,0.03,0.03,0.04,0.03,0.04,0.05,0.03,0.03,0.03,0.05,16
13998,0.03,0.03,0.1,0.03,0.03,0.03,0.03,0.03,0.08,0.03,0.15,0.03,0
13999,0.01,0.03,0.01,0.01,0.13,0.03,0.04,0.02,0.02,0.03,0.03,0.02,16
14000,0.07,0.03,0.03,0.02,0.04,0.06,0.02,0.02,0.03,0.02,0.02,0.03,16
14001,0.03,0.04,0.07,0.03,0.19,0.04,0.09,0.04,0.04,0.03,0.03,0.03,6
14002,0.09,0.05,0.05,0.03,0.06,0.03,0.04,0.09,0.03,0.03,0.03,0.03,0
14003,0.09,0.09,0.07,0.03,0.07,0.03,0.03,0.03,0.04,0.03,0.03,0.13,18
14004,0.03,0.14,0.11,0.02,0.03,0.06,0.03,0.03,0.02,0.06,0.02,0.02,16
14005,0.03,0.05,0.03,0.03,0.04,0.03,0.03,0.06,0.02,0.02,0.03,0.08,0
14006,0.05,0.05,0.12,0.02,0.09,0.02,0.02,0.02,0.05,0.04,0.02,0.05,16
14007,0.02,0.04,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,16
14008,0.03,0.03,0.04,0.03,0.16,0.05,0.03,0.03,0.03,0.02,0.03,0.12,16
14009,0.18,0.02,0.15,0.05,0.08,0.05,0.02,0.02,0.04,0.06,0.02,0.09,1
14010,0.1,0.03,0.19,0.02,0.03,0.03,0.02,0.02,0.12,0.04,0.03,0.09,3
14011,0.04,0.07,0.05,0.01,0.16,0.2,0.01,0.01,0.01,0.04,0.01,0.01,9
14012,0.01,0.03,0.04,0.01,0.03,0.05,0.04,0.01,0.04,0.01,0.03,0.1,16
14013,0.02,0.02,0.02,0.01,0.05,0.01,0.01,0.02,0.01,0.01,0.01,0.05,16
14014,0.06,0.08,0.04,0.03,0.1,0.03,0.04,0.03,0.03,0.06,0.04,0.08,6
14015,0.1,0.03,0.04,0.03,0.04,0.03,0.03,0.03,0.07,0.03,0.03,0.03,16
14016,0.11,0.02,0.02,0.02,0.08,0.02,0.02,0.02,0.02,0.05,0.03,0.03,16
14017,0.06,0.07,0.03,0.02,0.03,0.05,0.03,0.12,0.11,0.06,0.02,0.03,16
14018,0.11,0.07,0.13,0.01,0.23,0.02,0.02,0.01,0.05,0.02,0.01,0.02,6
14019,0.02,0.02,0.24,0.02,0.17,0.06,0.02,0.01,0.02,0.03,0.02,0.03,3
14020,0.05,0.02,0.2,0.02,0.13,0.02,0.03,0.07,0.02,0.12,0.02,0.02,3
14021,0.04,0.17,0.05,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0.11,2
14022,0.12,0.04,0.02,0.02,0.09,0.1,0.02,0.03,0.04,0.08,0.02,0.05,16
14023,0.32,0.01,0.01,0.01,0.02,0.01,0.03,0.01,0.01,0.01,0.01,0.01,16
14024,0.01,0.06,0.01,0.01,0.02,0.07,0.02,0.01,0.05,0.01,0.01,0.04,16
14025,0.02,0.14,0.09,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.04,0.02,16
14026,0.26,0.02,0.02,0.02,0.04,0.04,0.02,0.02,0.02,0.06,0.02,0.02,16
14027,0.02,0.06,0.03,0.02,0.07,0.08,0.2,0.04,0.11,0.07,0.04,0.02,11
14028,0.07,0.03,0.17,0.04,0.08,0.03,0.04,0.05,0.04,0.07,0.03,0.04,3
14029,0.02,0.07,0.09,0.02,0.03,0.02,0.17,0.04,0.06,0.06,0.02,0.04,11
14030,0.04,0.2,0.03,0.03,0.04,0.03,0.06,0.06,0.08,0.03,0.03,0.03,2
14031,0.14,0.02,0.05,0.01,0.11,0.02,0.02,0.01,0.05,0.01,0.01,0.01,16
14032,0.02,0.08,0.03,0.02,0.22,0.03,0.02,0.02,0.03,0.06,0.02,0.09,6
14033,0.07,0.1,0.03,0.03,0.21,0.03,0.05,0.05,0.01,0.04,0.01,0.01,6
14034,0.18,0.05,0.08,0.01,0.09,0.02,0.1,0.01,0.12,0.04,0.02,0.01,1
14035,0.04,0.13,0.04,0.02,0.21,0.03,0.03,0.02,0.03,0.05,0.06,0.03,6
14036,0.03,0.02,0.02,0.01,0.11,0.04,0.01,0.01,0.01,0.02,0.01,0.03,16
14037,0.09,0.07,0.03,0.01,0.2,0.04,0.01,0.0,0.06,0.03,0.0,0.01,16
14038,0.04,0.17,0.02,0.02,0.03,0.02,0.14,0.03,0.02,0.04,0.04,0.06,2
14039,0.03,0.07,0.05,0.03,0.05,0.03,0.03,0.03,0.1,0.06,0.03,0.15,18
14040,0.04,0.07,0.02,0.01,0.13,0.04,0.04,0.01,0.01,0.01,0.02,0.04,0
14041,0.03,0.04,0.07,0.03,0.17,0.03,0.06,0.03,0.03,0.11,0.03,0.03,6
14042,0.02,0.05,0.13,0.02,0.03,0.07,0.02,0.02,0.02,0.01,0.02,0.02,16
14043,0.09,0.06,0.06,0.02,0.22,0.04,0.16,0.02,0.02,0.02,0.02,0.07,6
14044,0.02,0.08,0.01,0.02,0.08,0.01,0.12,0.06,0.07,0.06,0.01,0.03,16
14045,0.05,0.04,0.13,0.01,0.29,0.02,0.09,0.03,0.01,0.01,0.05,0.03,6
14046,0.02,0.02,0.18,0.01,0.31,0.07,0.01,0.01,0.01,0.02,0.01,0.03,6
14047,0.28,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.0,16
14048,0.03,0.09,0.17,0.02,0.05,0.05,0.02,0.02,0.07,0.02,0.02,0.02,16
14049,0.27,0.02,0.02,0.02,0.19,0.03,0.05,0.02,0.02,0.02,0.02,0.02,1
14050,0.03,0.04,0.03,0.03,0.06,0.09,0.03,0.03,0.03,0.05,0.06,0.06,16
14051,0.07,0.06,0.03,0.03,0.21,0.03,0.03,0.03,0.03,0.1,0.03,0.03,6
14052,0.24,0.01,0.01,0.01,0.08,0.01,0.01,0.01,0.02,0.01,0.01,0.03,16
14053,0.05,0.03,0.15,0.02,0.07,0.04,0.09,0.04,0.04,0.02,0.02,0.11,16
14054,0.07,0.01,0.03,0.01,0.12,0.01,0.01,0.01,0.04,0.02,0.01,0.01,16
14055,0.04,0.05,0.04,0.03,0.32,0.02,0.02,0.01,0.03,0.02,0.02,0.03,6
14056,0.09,0.1,0.04,0.02,0.23,0.02,0.02,0.02,0.02,0.01,0.02,0.02,6
14057,0.12,0.01,0.07,0.01,0.14,0.02,0.01,0.01,0.08,0.03,0.05,0.01,16
14058,0.12,0.05,0.04,0.01,0.18,0.02,0.02,0.02,0.1,0.05,0.01,0.01,16
14059,0.04,0.02,0.09,0.02,0.03,0.05,0.02,0.02,0.02,0.08,0.02,0.12,16
14060,0.1,0.08,0.07,0.02,0.1,0.02,0.02,0.02,0.02,0.1,0.02,0.07,16
14061,0.17,0.04,0.07,0.02,0.22,0.03,0.02,0.02,0.02,0.04,0.07,0.02,6
14062,0.05,0.11,0.07,0.02,0.05,0.02,0.02,0.02,0.03,0.02,0.05,0.04,16
14063,0.15,0.03,0.19,0.02,0.04,0.02,0.03,0.02,0.03,0.05,0.02,0.02,16
14064,0.02,0.03,0.01,0.02,0.03,0.02,0.02,0.02,0.01,0.03,0.01,0.01,16
14065,0.2,0.12,0.12,0.02,0.03,0.02,0.02,0.02,0.03,0.08,0.02,0.02,1
14066,0.06,0.04,0.06,0.02,0.06,0.03,0.03,0.1,0.05,0.02,0.02,0.02,16
14067,0.08,0.02,0.05,0.02,0.18,0.02,0.03,0.03,0.05,0.04,0.02,0.03,16
14068,0.05,0.05,0.03,0.02,0.02,0.04,0.02,0.07,0.03,0.08,0.02,0.02,0
14069,0.02,0.02,0.06,0.02,0.03,0.02,0.16,0.02,0.07,0.02,0.02,0.05,16
14070,0.06,0.02,0.05,0.03,0.14,0.04,0.03,0.03,0.17,0.08,0.03,0.03,13
14071,0.11,0.0,0.04,0.0,0.01,0.0,0.0,0.01,0.09,0.01,0.0,0.01,16
14072,0.04,0.02,0.02,0.02,0.02,0.02,0.03,0.05,0.02,0.09,0.04,0.09,0
14073,0.08,0.09,0.08,0.02,0.09,0.02,0.03,0.03,0.02,0.02,0.04,0.05,16
14074,0.03,0.02,0.05,0.02,0.06,0.03,0.07,0.04,0.04,0.02,0.02,0.02,16
14075,0.03,0.05,0.18,0.02,0.07,0.06,0.03,0.03,0.03,0.03,0.02,0.07,3
14076,0.12,0.01,0.01,0.01,0.12,0.02,0.01,0.01,0.05,0.03,0.01,0.03,16
14077,0.08,0.04,0.06,0.01,0.07,0.04,0.01,0.01,0.03,0.01,0.03,0.03,16
14078,0.06,0.06,0.03,0.03,0.03,0.03,0.04,0.06,0.03,0.12,0.03,0.03,16
14079,0.12,0.02,0.02,0.02,0.13,0.03,0.14,0.06,0.02,0.02,0.02,0.05,16
14080,0.11,0.03,0.03,0.01,0.26,0.01,0.01,0.02,0.03,0.01,0.01,0.04,16
14081,0.03,0.07,0.07,0.03,0.05,0.16,0.04,0.03,0.04,0.1,0.03,0.05,9
14082,0.03,0.03,0.02,0.02,0.03,0.02,0.05,0.04,0.03,0.07,0.02,0.04,0
14083,0.03,0.04,0.05,0.02,0.16,0.1,0.04,0.06,0.03,0.02,0.02,0.02,16
14084,0.03,0.05,0.03,0.03,0.06,0.03,0.04,0.04,0.08,0.06,0.03,0.07,16
14085,0.13,0.02,0.08,0.02,0.06,0.02,0.03,0.02,0.04,0.02,0.02,0.02,16
14086,0.02,0.04,0.13,0.01,0.12,0.01,0.04,0.03,0.01,0.05,0.03,0.05,0
14087,0.05,0.03,0.03,0.03,0.03,0.05,0.03,0.04,0.06,0.03,0.03,0.04,16
14088,0.11,0.01,0.22,0.02,0.05,0.02,0.11,0.02,0.08,0.01,0.01,0.01,3
14089,0.33,0.02,0.03,0.02,0.09,0.02,0.05,0.03,0.02,0.09,0.02,0.04,1
14090,0.02,0.04,0.04,0.02,0.18,0.02,0.04,0.02,0.02,0.02,0.02,0.02,16
14091,0.18,0.04,0.17,0.04,0.02,0.02,0.03,0.02,0.05,0.13,0.02,0.02,1
14092,0.14,0.02,0.11,0.01,0.07,0.01,0.01,0.01,0.01,0.03,0.03,0.03,16
14093,0.08,0.06,0.03,0.02,0.1,0.03,0.05,0.02,0.02,0.05,0.02,0.02,16
14094,0.06,0.08,0.12,0.04,0.04,0.08,0.04,0.04,0.05,0.06,0.04,0.08,3
14095,0.03,0.11,0.08,0.03,0.15,0.03,0.04,0.04,0.03,0.05,0.04,0.06,6
14096,0.03,0.02,0.07,0.02,0.1,0.03,0.05,0.03,0.05,0.04,0.02,0.05,16
14097,0.04,0.03,0.18,0.03,0.18,0.06,0.03,0.03,0.03,0.03,0.03,0.02,3
14098,0.24,0.03,0.02,0.02,0.07,0.03,0.06,0.06,0.04,0.17,0.02,0.02,1
14099,0.09,0.06,0.13,0.02,0.33,0.03,0.02,0.03,0.02,0.04,0.01,0.02,6
14100,0.04,0.05,0.11,0.02,0.2,0.02,0.02,0.15,0.03,0.06,0.02,0.02,6
14101,0.08,0.02,0.03,0.01,0.21,0.02,0.01,0.01,0.03,0.01,0.01,0.01,16
14102,0.19,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.07,0.03,0.03,0.03,1
14103,0.03,0.12,0.05,0.03,0.11,0.03,0.03,0.09,0.03,0.12,0.03,0.03,0
14104,0.12,0.02,0.03,0.01,0.17,0.08,0.06,0.01,0.02,0.01,0.01,0.04,16
14105,0.04,0.04,0.04,0.02,0.17,0.02,0.1,0.02,0.02,0.07,0.02,0.04,16
14106,0.05,0.07,0.03,0.02,0.05,0.03,0.19,0.03,0.02,0.02,0.05,0.05,16
14107,0.1,0.05,0.05,0.01,0.01,0.02,0.16,0.03,0.1,0.01,0.01,0.01,16
14108,0.03,0.03,0.04,0.02,0.19,0.06,0.04,0.05,0.05,0.04,0.03,0.02,16
14109,0.33,0.01,0.04,0.01,0.08,0.05,0.01,0.05,0.06,0.02,0.01,0.01,1
14110,0.02,0.16,0.07,0.02,0.07,0.02,0.02,0.03,0.05,0.07,0.05,0.02,16
14111,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.18,18
14112,0.04,0.05,0.02,0.01,0.17,0.02,0.02,0.06,0.07,0.07,0.03,0.04,16
14113,0.12,0.1,0.06,0.02,0.05,0.03,0.04,0.03,0.02,0.04,0.02,0.03,16
14114,0.05,0.03,0.02,0.01,0.17,0.02,0.01,0.07,0.02,0.04,0.01,0.07,16
14115,0.02,0.04,0.07,0.03,0.11,0.02,0.02,0.02,0.03,0.03,0.01,0.04,16
14116,0.23,0.01,0.05,0.01,0.12,0.02,0.01,0.03,0.08,0.03,0.01,0.01,16
14117,0.15,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.02,16
14118,0.01,0.04,0.05,0.01,0.08,0.02,0.13,0.01,0.01,0.01,0.01,0.02,16
14119,0.03,0.01,0.04,0.01,0.2,0.03,0.02,0.02,0.03,0.09,0.01,0.02,16
14120,0.03,0.02,0.04,0.02,0.03,0.02,0.02,0.02,0.13,0.02,0.03,0.02,16
14121,0.16,0.04,0.04,0.01,0.14,0.02,0.02,0.02,0.07,0.03,0.01,0.02,16
14122,0.03,0.03,0.2,0.01,0.05,0.08,0.02,0.03,0.03,0.11,0.01,0.1,3
14123,0.2,0.01,0.2,0.02,0.05,0.04,0.17,0.03,0.03,0.05,0.02,0.05,1
14124,0.05,0.03,0.03,0.02,0.06,0.03,0.03,0.03,0.03,0.08,0.02,0.05,16
14125,0.01,0.07,0.03,0.02,0.1,0.03,0.02,0.01,0.16,0.04,0.01,0.02,16
14126,0.06,0.1,0.03,0.02,0.03,0.02,0.02,0.02,0.04,0.02,0.02,0.02,16
14127,0.18,0.05,0.01,0.0,0.11,0.03,0.04,0.01,0.02,0.07,0.0,0.03,16
14128,0.04,0.06,0.06,0.02,0.1,0.02,0.06,0.05,0.06,0.04,0.02,0.07,16
14129,0.1,0.03,0.07,0.01,0.02,0.03,0.01,0.01,0.01,0.01,0.03,0.01,16
14130,0.08,0.02,0.03,0.02,0.04,0.14,0.03,0.03,0.13,0.02,0.03,0.03,16
14131,0.05,0.03,0.03,0.03,0.04,0.15,0.19,0.05,0.03,0.03,0.03,0.08,11
14132,0.01,0.05,0.02,0.01,0.08,0.01,0.01,0.01,0.07,0.02,0.01,0.09,16
14133,0.05,0.08,0.03,0.03,0.34,0.03,0.05,0.03,0.03,0.03,0.03,0.03,6
14134,0.16,0.07,0.05,0.01,0.06,0.03,0.01,0.03,0.04,0.07,0.01,0.02,16
14135,0.2,0.05,0.03,0.01,0.03,0.02,0.01,0.01,0.07,0.01,0.03,0.01,16
14136,0.02,0.11,0.04,0.02,0.1,0.02,0.09,0.02,0.02,0.04,0.02,0.03,16
14137,0.3,0.05,0.0,0.0,0.05,0.02,0.01,0.04,0.04,0.04,0.0,0.03,16
14138,0.11,0.04,0.06,0.01,0.04,0.01,0.02,0.02,0.08,0.03,0.01,0.01,16
14139,0.12,0.02,0.08,0.01,0.22,0.02,0.02,0.03,0.07,0.06,0.01,0.02,16
14140,0.11,0.02,0.02,0.02,0.05,0.04,0.04,0.03,0.05,0.03,0.02,0.02,16
14141,0.1,0.02,0.18,0.02,0.21,0.02,0.03,0.02,0.02,0.03,0.02,0.05,6
14142,0.06,0.18,0.15,0.02,0.18,0.02,0.02,0.04,0.03,0.11,0.02,0.01,2
14143,0.01,0.05,0.02,0.01,0.28,0.01,0.11,0.02,0.01,0.02,0.02,0.01,6
14144,0.03,0.08,0.03,0.03,0.05,0.03,0.03,0.05,0.03,0.12,0.03,0.03,16
14145,0.24,0.04,0.03,0.01,0.08,0.1,0.03,0.02,0.02,0.03,0.01,0.01,16
14146,0.11,0.02,0.03,0.02,0.18,0.05,0.02,0.04,0.03,0.01,0.02,0.03,16
14147,0.18,0.06,0.03,0.01,0.15,0.01,0.01,0.01,0.03,0.04,0.01,0.01,16
14148,0.02,0.02,0.05,0.02,0.03,0.02,0.02,0.05,0.02,0.02,0.02,0.1,16
14149,0.02,0.13,0.23,0.02,0.1,0.02,0.02,0.02,0.06,0.02,0.06,0.09,3
14150,0.03,0.03,0.1,0.02,0.1,0.02,0.04,0.02,0.02,0.08,0.04,0.04,16
14151,0.06,0.06,0.13,0.02,0.02,0.03,0.02,0.02,0.07,0.06,0.02,0.02,16
14152,0.1,0.03,0.07,0.01,0.29,0.02,0.01,0.01,0.06,0.05,0.02,0.03,6
14153,0.09,0.02,0.07,0.02,0.38,0.07,0.04,0.02,0.02,0.05,0.02,0.02,6
14154,0.04,0.04,0.13,0.02,0.06,0.02,0.02,0.03,0.15,0.13,0.02,0.03,16
14155,0.03,0.08,0.1,0.03,0.07,0.03,0.07,0.03,0.03,0.02,0.03,0.03,16
14156,0.04,0.03,0.03,0.03,0.04,0.05,0.03,0.04,0.04,0.08,0.03,0.07,16
14157,0.03,0.02,0.05,0.04,0.18,0.02,0.2,0.03,0.02,0.02,0.05,0.02,11
14158,0.04,0.18,0.05,0.02,0.17,0.03,0.03,0.03,0.03,0.04,0.02,0.02,2
14159,0.05,0.11,0.03,0.02,0.15,0.02,0.02,0.02,0.05,0.1,0.02,0.02,16
14160,0.04,0.06,0.01,0.01,0.06,0.04,0.04,0.02,0.03,0.01,0.01,0.04,16
14161,0.04,0.16,0.01,0.02,0.04,0.08,0.03,0.02,0.05,0.03,0.01,0.03,16
14162,0.03,0.03,0.04,0.03,0.04,0.04,0.05,0.03,0.06,0.03,0.03,0.03,16
14163,0.06,0.03,0.08,0.02,0.25,0.02,0.02,0.02,0.05,0.03,0.02,0.02,6
14164,0.04,0.03,0.03,0.03,0.12,0.03,0.04,0.03,0.03,0.07,0.03,0.03,16
14165,0.03,0.02,0.11,0.02,0.05,0.02,0.12,0.05,0.06,0.03,0.03,0.03,16
14166,0.02,0.12,0.02,0.02,0.18,0.02,0.09,0.02,0.04,0.06,0.02,0.02,6
14167,0.11,0.06,0.03,0.0,0.02,0.01,0.01,0.0,0.04,0.03,0.01,0.01,16
14168,0.01,0.02,0.04,0.01,0.02,0.01,0.01,0.09,0.01,0.04,0.01,0.01,16
14169,0.03,0.02,0.05,0.02,0.27,0.02,0.04,0.02,0.02,0.12,0.02,0.03,6
14170,0.2,0.17,0.13,0.02,0.11,0.02,0.05,0.02,0.04,0.02,0.02,0.02,1
14171,0.04,0.01,0.06,0.01,0.05,0.16,0.01,0.04,0.01,0.03,0.01,0.01,16
14172,0.05,0.02,0.02,0.01,0.22,0.01,0.02,0.05,0.03,0.02,0.01,0.04,16
14173,0.29,0.06,0.04,0.01,0.03,0.01,0.01,0.03,0.01,0.02,0.01,0.03,16
14174,0.25,0.02,0.09,0.02,0.03,0.08,0.02,0.03,0.04,0.02,0.02,0.04,1
14175,0.07,0.03,0.08,0.01,0.19,0.02,0.02,0.02,0.07,0.07,0.01,0.08,16
14176,0.03,0.03,0.06,0.02,0.03,0.02,0.02,0.02,0.02,0.09,0.02,0.02,16
14177,0.12,0.02,0.01,0.01,0.08,0.01,0.01,0.01,0.01,0.02,0.01,0.09,16
14178,0.02,0.06,0.02,0.01,0.06,0.09,0.02,0.01,0.01,0.01,0.01,0.07,16
14179,0.03,0.01,0.02,0.0,0.11,0.04,0.01,0.02,0.18,0.0,0.01,0.02,16
14180,0.2,0.05,0.08,0.02,0.07,0.02,0.02,0.02,0.23,0.05,0.02,0.03,13
14181,0.06,0.06,0.01,0.01,0.1,0.01,0.02,0.01,0.06,0.04,0.01,0.01,16
14182,0.05,0.02,0.02,0.02,0.12,0.03,0.03,0.03,0.05,0.02,0.02,0.07,16
14183,0.03,0.08,0.04,0.03,0.16,0.13,0.04,0.03,0.03,0.03,0.07,0.06,6
14184,0.12,0.06,0.11,0.01,0.1,0.02,0.05,0.02,0.02,0.03,0.01,0.03,16
14185,0.04,0.02,0.04,0.02,0.03,0.03,0.02,0.05,0.02,0.02,0.02,0.07,16
14186,0.04,0.08,0.01,0.01,0.12,0.01,0.01,0.02,0.07,0.04,0.01,0.03,16
14187,0.03,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.01,0.01,0.04,16
14188,0.05,0.04,0.22,0.02,0.05,0.03,0.03,0.03,0.03,0.05,0.02,0.03,16
14189,0.04,0.03,0.11,0.04,0.06,0.03,0.03,0.03,0.07,0.03,0.04,0.07,16
14190,0.07,0.08,0.02,0.02,0.04,0.02,0.02,0.04,0.06,0.03,0.02,0.04,16
14191,0.21,0.04,0.02,0.02,0.06,0.02,0.02,0.02,0.07,0.06,0.02,0.06,16
14192,0.02,0.05,0.02,0.02,0.17,0.02,0.04,0.02,0.02,0.05,0.02,0.03,16
14193,0.07,0.03,0.14,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.07,3
14194,0.03,0.05,0.02,0.02,0.02,0.11,0.04,0.05,0.02,0.14,0.02,0.02,16
14195,0.12,0.04,0.03,0.01,0.05,0.03,0.05,0.05,0.05,0.02,0.01,0.01,16
14196,0.11,0.06,0.1,0.01,0.06,0.03,0.01,0.02,0.17,0.02,0.01,0.03,16
14197,0.09,0.05,0.07,0.01,0.23,0.04,0.07,0.01,0.01,0.05,0.01,0.01,6
14198,0.21,0.04,0.01,0.01,0.12,0.02,0.07,0.1,0.07,0.03,0.01,0.05,1
14199,0.05,0.11,0.02,0.01,0.45,0.02,0.02,0.01,0.01,0.02,0.01,0.03,6
14200,0.07,0.08,0.03,0.02,0.07,0.03,0.03,0.02,0.02,0.02,0.05,0.08,16
14201,0.08,0.11,0.03,0.03,0.2,0.03,0.03,0.03,0.03,0.07,0.03,0.02,6
14202,0.02,0.02,0.03,0.03,0.12,0.04,0.04,0.05,0.02,0.02,0.03,0.06,16
14203,0.02,0.09,0.08,0.02,0.08,0.02,0.02,0.09,0.04,0.05,0.02,0.02,16
14204,0.13,0.02,0.1,0.01,0.03,0.03,0.01,0.01,0.03,0.01,0.01,0.01,16
14205,0.04,0.15,0.14,0.02,0.03,0.02,0.02,0.02,0.02,0.07,0.04,0.03,16
14206,0.1,0.01,0.07,0.01,0.08,0.02,0.01,0.01,0.07,0.02,0.01,0.06,16
14207,0.06,0.01,0.08,0.01,0.22,0.03,0.13,0.01,0.02,0.05,0.01,0.01,16
14208,0.04,0.03,0.11,0.03,0.05,0.03,0.03,0.04,0.03,0.03,0.03,0.03,16
14209,0.15,0.05,0.02,0.01,0.18,0.02,0.01,0.01,0.05,0.02,0.01,0.02,16
14210,0.03,0.04,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.08,0.03,0.06,16
14211,0.01,0.06,0.11,0.02,0.03,0.05,0.05,0.02,0.04,0.01,0.02,0.06,16
14212,0.03,0.04,0.06,0.08,0.09,0.02,0.03,0.06,0.02,0.05,0.03,0.09,16
14213,0.07,0.08,0.02,0.01,0.15,0.01,0.07,0.02,0.02,0.06,0.01,0.04,6
14214,0.16,0.01,0.01,0.01,0.17,0.01,0.03,0.01,0.01,0.02,0.01,0.01,16
14215,0.05,0.04,0.05,0.03,0.37,0.03,0.02,0.02,0.02,0.02,0.02,0.03,6
14216,0.02,0.04,0.02,0.02,0.36,0.05,0.03,0.02,0.11,0.02,0.02,0.02,6
14217,0.02,0.03,0.02,0.02,0.07,0.02,0.12,0.1,0.02,0.05,0.02,0.03,16
14218,0.06,0.05,0.07,0.02,0.09,0.13,0.02,0.02,0.02,0.05,0.02,0.05,16
14219,0.02,0.05,0.03,0.01,0.25,0.04,0.03,0.03,0.01,0.03,0.03,0.03,6
14220,0.03,0.07,0.04,0.04,0.05,0.03,0.04,0.03,0.04,0.03,0.03,0.03,0
14221,0.04,0.05,0.19,0.07,0.05,0.04,0.06,0.03,0.04,0.03,0.03,0.04,3
14222,0.14,0.15,0.03,0.02,0.06,0.02,0.02,0.03,0.03,0.04,0.02,0.06,16
14223,0.05,0.1,0.02,0.02,0.05,0.02,0.03,0.02,0.04,0.06,0.02,0.05,16
14224,0.06,0.02,0.06,0.02,0.12,0.02,0.02,0.02,0.02,0.06,0.02,0.02,16
14225,0.13,0.08,0.03,0.02,0.08,0.02,0.02,0.05,0.02,0.09,0.02,0.1,16
14226,0.05,0.03,0.05,0.01,0.19,0.04,0.02,0.03,0.04,0.05,0.01,0.02,16
