Unnamed: 0,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Dom_Topic
43452,0.34,0.03,0.03,0.07,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.04,0.03,0.04,0.03,0.03,0.04,0.04,0.03,0
43453,0.08,0.01,0.01,0.3,0.15,0.01,0.02,0.01,0.01,0.03,0.01,0.02,0.18,0.06,0.02,0.06,0.01,0.01,0.01,3
43454,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.09,0.04,0.04,0.14,0.04,0.04,0.04,0.04,14
43455,0.09,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.18,0.04,0.06,0.04,0.04,0.04,13
43456,0.04,0.07,0.04,0.04,0.07,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.21,0.04,0.04,0.04,15
43457,0.04,0.01,0.02,0.35,0.07,0.02,0.01,0.02,0.02,0.11,0.02,0.08,0.03,0.08,0.02,0.02,0.02,0.02,0.02,3
43458,0.04,0.03,0.05,0.12,0.02,0.03,0.03,0.03,0.03,0.28,0.03,0.03,0.02,0.06,0.05,0.09,0.03,0.03,0.03,9
43459,0.03,0.02,0.01,0.48,0.08,0.01,0.06,0.01,0.01,0.05,0.01,0.01,0.05,0.12,0.01,0.03,0.01,0.01,0.01,3
43460,0.03,0.1,0.03,0.14,0.05,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.13,0.03,0.1,0.03,0.03,0.03,0.03,3
43461,0.02,0.08,0.01,0.29,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.22,0.07,0.06,0.06,0.02,0.02,0.02,3
43462,0.12,0.06,0.04,0.06,0.05,0.04,0.09,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0
43463,0.05,0.07,0.02,0.25,0.07,0.03,0.02,0.01,0.02,0.05,0.02,0.02,0.02,0.22,0.06,0.03,0.02,0.02,0.01,3
43464,0.06,0.03,0.04,0.06,0.11,0.03,0.03,0.03,0.04,0.03,0.03,0.06,0.03,0.13,0.14,0.03,0.03,0.03,0.03,14
43465,0.22,0.03,0.02,0.04,0.15,0.02,0.05,0.02,0.02,0.04,0.02,0.02,0.2,0.03,0.04,0.02,0.02,0.02,0.02,0
43466,0.1,0.05,0.01,0.24,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.08,0.07,0.16,0.12,0.01,0.01,0.01,0.01,3
43467,0.16,0.09,0.02,0.09,0.13,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.09,0.16,0.02,0.02,0.02,0.02,0.03,0
43468,0.03,0.09,0.03,0.14,0.05,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.22,0.04,0.09,0.03,0.03,0.03,0.03,12
43469,0.02,0.05,0.03,0.15,0.03,0.02,0.02,0.02,0.02,0.08,0.03,0.03,0.15,0.2,0.04,0.03,0.02,0.02,0.02,13
43470,0.13,0.01,0.02,0.31,0.02,0.02,0.02,0.02,0.04,0.08,0.02,0.09,0.02,0.03,0.11,0.02,0.02,0.02,0.02,3
43471,0.06,0.09,0.02,0.19,0.02,0.04,0.06,0.02,0.02,0.05,0.02,0.07,0.1,0.1,0.06,0.03,0.02,0.02,0.02,3
43472,0.1,0.05,0.02,0.23,0.05,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.18,0.12,0.02,0.02,0.02,0.02,0.05,3
43473,0.08,0.04,0.04,0.17,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.07,0.04,0.06,0.04,0.04,0.04,0.04,0.04,3
43474,0.32,0.04,0.02,0.18,0.06,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.07,0.05,0.02,0.02,0.02,0.02,0
43475,0.03,0.08,0.03,0.23,0.04,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.11,0.02,0.12,0.03,0.03,0.03,3
43476,0.03,0.22,0.02,0.09,0.05,0.03,0.1,0.02,0.03,0.02,0.02,0.02,0.02,0.11,0.05,0.02,0.03,0.03,0.07,1
43477,0.07,0.13,0.02,0.14,0.14,0.02,0.08,0.02,0.02,0.02,0.02,0.06,0.01,0.17,0.01,0.02,0.02,0.02,0.02,13
43478,0.04,0.02,0.02,0.04,0.05,0.02,0.08,0.02,0.02,0.02,0.04,0.06,0.26,0.17,0.02,0.05,0.02,0.02,0.02,12
43479,0.02,0.05,0.01,0.04,0.05,0.01,0.24,0.01,0.01,0.03,0.03,0.04,0.19,0.17,0.01,0.04,0.01,0.01,0.01,6
43480,0.13,0.08,0.02,0.09,0.16,0.02,0.06,0.02,0.02,0.02,0.02,0.19,0.02,0.03,0.02,0.02,0.02,0.02,0.02,11
43481,0.03,0.03,0.06,0.1,0.05,0.02,0.04,0.02,0.02,0.02,0.03,0.02,0.05,0.23,0.02,0.16,0.02,0.03,0.05,13
43482,0.23,0.03,0.03,0.07,0.06,0.03,0.05,0.03,0.03,0.06,0.03,0.02,0.03,0.07,0.05,0.11,0.03,0.03,0.03,0
43483,0.04,0.12,0.05,0.11,0.02,0.02,0.07,0.02,0.02,0.06,0.02,0.05,0.05,0.13,0.06,0.03,0.03,0.03,0.05,13
43484,0.03,0.03,0.02,0.16,0.1,0.02,0.13,0.02,0.02,0.05,0.02,0.03,0.02,0.16,0.07,0.04,0.02,0.02,0.02,3
43485,0.02,0.12,0.02,0.02,0.02,0.02,0.08,0.02,0.02,0.02,0.02,0.02,0.34,0.02,0.09,0.06,0.02,0.02,0.02,12
43486,0.14,0.07,0.01,0.14,0.13,0.01,0.12,0.01,0.01,0.03,0.07,0.01,0.01,0.15,0.03,0.01,0.01,0.01,0.01,13
43487,0.37,0.07,0.01,0.07,0.11,0.01,0.05,0.01,0.01,0.01,0.01,0.01,0.16,0.02,0.01,0.01,0.01,0.01,0.02,0
43488,0.03,0.02,0.01,0.22,0.05,0.01,0.07,0.01,0.01,0.01,0.02,0.01,0.45,0.06,0.01,0.01,0.01,0.01,0.01,12
43489,0.1,0.02,0.03,0.03,0.03,0.03,0.04,0.02,0.03,0.07,0.03,0.05,0.02,0.34,0.02,0.02,0.03,0.03,0.06,13
43490,0.05,0.11,0.04,0.04,0.19,0.04,0.1,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,4
43491,0.07,0.04,0.04,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.14,0.04,0.09,0.04,0.04,0.04,13
43492,0.12,0.04,0.04,0.08,0.12,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.11,0
43493,0.03,0.04,0.03,0.08,0.2,0.03,0.03,0.03,0.03,0.1,0.03,0.1,0.03,0.04,0.06,0.03,0.03,0.03,0.03,4
43494,0.09,0.03,0.02,0.15,0.07,0.02,0.07,0.03,0.03,0.12,0.02,0.06,0.02,0.12,0.03,0.02,0.03,0.03,0.04,3
43495,0.02,0.05,0.01,0.4,0.1,0.01,0.01,0.01,0.01,0.06,0.01,0.09,0.14,0.02,0.03,0.01,0.01,0.01,0.01,3
43496,0.07,0.03,0.01,0.18,0.02,0.01,0.16,0.01,0.03,0.08,0.03,0.01,0.19,0.05,0.03,0.05,0.01,0.01,0.01,12
43497,0.13,0.03,0.02,0.33,0.02,0.02,0.01,0.02,0.02,0.12,0.04,0.02,0.01,0.02,0.03,0.07,0.02,0.02,0.05,3
43498,0.08,0.13,0.01,0.13,0.06,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.22,0.16,0.01,0.04,0.01,0.01,0.01,12
43499,0.18,0.05,0.01,0.15,0.04,0.02,0.21,0.01,0.02,0.05,0.04,0.03,0.07,0.03,0.03,0.02,0.02,0.02,0.02,6
43500,0.03,0.05,0.03,0.13,0.12,0.03,0.03,0.03,0.06,0.04,0.03,0.03,0.16,0.09,0.04,0.03,0.03,0.03,0.03,12
43501,0.03,0.04,0.01,0.28,0.06,0.0,0.03,0.0,0.0,0.01,0.01,0.01,0.39,0.08,0.02,0.03,0.0,0.0,0.0,12
43502,0.03,0.04,0.01,0.28,0.06,0.0,0.03,0.0,0.0,0.01,0.01,0.01,0.39,0.08,0.02,0.03,0.0,0.0,0.0,12
43503,0.03,0.05,0.03,0.05,0.03,0.03,0.04,0.07,0.03,0.03,0.03,0.06,0.21,0.04,0.03,0.12,0.03,0.03,0.03,12
43504,0.15,0.14,0.01,0.15,0.1,0.01,0.16,0.01,0.01,0.07,0.01,0.02,0.05,0.03,0.02,0.02,0.01,0.01,0.01,6
43505,0.09,0.09,0.02,0.03,0.18,0.02,0.03,0.02,0.02,0.06,0.02,0.1,0.1,0.15,0.04,0.02,0.02,0.02,0.01,4
43506,0.03,0.25,0.03,0.15,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.13,0.03,0.03,0.03,0.03,0.03,0.03,1
43507,0.28,0.01,0.04,0.22,0.03,0.01,0.02,0.01,0.01,0.02,0.02,0.03,0.13,0.08,0.02,0.01,0.01,0.01,0.02,0
43508,0.04,0.09,0.02,0.09,0.15,0.02,0.09,0.02,0.02,0.02,0.02,0.05,0.2,0.02,0.04,0.04,0.02,0.02,0.02,12
43509,0.08,0.13,0.02,0.06,0.02,0.05,0.02,0.02,0.02,0.02,0.02,0.23,0.07,0.03,0.07,0.06,0.02,0.02,0.02,11
43510,0.01,0.03,0.01,0.06,0.02,0.01,0.07,0.01,0.01,0.58,0.01,0.01,0.07,0.01,0.02,0.04,0.01,0.01,0.01,9
43511,0.08,0.08,0.24,0.22,0.07,0.01,0.04,0.01,0.01,0.01,0.02,0.05,0.01,0.04,0.02,0.01,0.01,0.01,0.03,2
43512,0.02,0.06,0.04,0.27,0.02,0.02,0.03,0.06,0.02,0.05,0.02,0.02,0.02,0.17,0.05,0.03,0.03,0.03,0.02,3
43513,0.02,0.01,0.02,0.19,0.06,0.01,0.39,0.01,0.01,0.01,0.01,0.01,0.08,0.09,0.01,0.05,0.01,0.01,0.01,6
43514,0.34,0.05,0.02,0.1,0.12,0.02,0.03,0.02,0.02,0.02,0.05,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0
43515,0.35,0.02,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.13,0.05,0.02,0.03,0.03,0.03,0.03,0
43516,0.06,0.04,0.03,0.15,0.04,0.03,0.03,0.03,0.03,0.1,0.1,0.04,0.03,0.13,0.03,0.03,0.03,0.03,0.03,3
43517,0.27,0.06,0.01,0.3,0.05,0.01,0.09,0.01,0.01,0.01,0.01,0.02,0.08,0.04,0.01,0.01,0.01,0.01,0.01,3
43518,0.03,0.03,0.03,0.12,0.06,0.06,0.05,0.03,0.06,0.02,0.03,0.04,0.24,0.08,0.02,0.03,0.03,0.03,0.03,12
43519,0.03,0.25,0.03,0.15,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.13,0.03,0.03,0.03,0.03,0.03,0.03,1
43520,0.28,0.01,0.04,0.22,0.03,0.01,0.02,0.01,0.01,0.02,0.02,0.03,0.13,0.08,0.02,0.01,0.01,0.01,0.02,0
43521,0.04,0.09,0.02,0.09,0.15,0.02,0.09,0.02,0.02,0.02,0.02,0.05,0.2,0.02,0.04,0.04,0.02,0.02,0.02,12
43522,0.08,0.13,0.02,0.06,0.02,0.05,0.02,0.02,0.02,0.02,0.02,0.23,0.07,0.03,0.07,0.06,0.02,0.02,0.02,11
43523,0.01,0.03,0.01,0.06,0.02,0.01,0.07,0.01,0.01,0.58,0.01,0.01,0.07,0.01,0.02,0.04,0.01,0.01,0.01,9
43524,0.08,0.08,0.24,0.22,0.07,0.01,0.04,0.01,0.01,0.01,0.02,0.05,0.01,0.04,0.02,0.01,0.01,0.01,0.03,2
43525,0.02,0.06,0.04,0.27,0.02,0.02,0.03,0.06,0.02,0.05,0.02,0.02,0.02,0.17,0.05,0.03,0.03,0.03,0.02,3
43526,0.02,0.01,0.02,0.19,0.06,0.01,0.39,0.01,0.01,0.01,0.01,0.01,0.08,0.09,0.01,0.05,0.01,0.01,0.01,6
43527,0.34,0.05,0.02,0.1,0.12,0.02,0.03,0.02,0.02,0.02,0.05,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0
43528,0.35,0.02,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.13,0.05,0.02,0.03,0.03,0.03,0.03,0
43529,0.06,0.04,0.03,0.15,0.04,0.03,0.03,0.03,0.03,0.1,0.1,0.04,0.03,0.13,0.03,0.03,0.03,0.03,0.03,3
43530,0.27,0.06,0.01,0.3,0.05,0.01,0.09,0.01,0.01,0.01,0.01,0.02,0.08,0.04,0.01,0.01,0.01,0.01,0.01,3
43531,0.03,0.03,0.03,0.12,0.06,0.06,0.05,0.03,0.06,0.02,0.03,0.04,0.24,0.08,0.02,0.03,0.03,0.03,0.03,12
43532,0.05,0.04,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.04,0.05,0.05,0.1,0.07,0.09,0.05,0.05,0.05,0.04,12
43533,0.05,0.06,0.02,0.37,0.02,0.02,0.02,0.02,0.02,0.05,0.02,0.02,0.12,0.03,0.02,0.08,0.02,0.02,0.02,3
43534,0.17,0.07,0.03,0.04,0.09,0.03,0.06,0.03,0.03,0.07,0.03,0.03,0.06,0.07,0.03,0.03,0.03,0.03,0.05,0
43535,0.13,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.15,0.06,0.04,0.04,0.04,0.04,0.07,12
43536,0.02,0.01,0.01,0.24,0.1,0.01,0.12,0.01,0.01,0.08,0.01,0.02,0.04,0.18,0.01,0.06,0.01,0.01,0.01,3
43537,0.02,0.02,0.03,0.02,0.03,0.02,0.05,0.02,0.02,0.44,0.02,0.02,0.1,0.06,0.05,0.02,0.02,0.02,0.02,9
43538,0.02,0.01,0.01,0.24,0.1,0.01,0.12,0.01,0.01,0.08,0.01,0.02,0.04,0.18,0.01,0.06,0.01,0.01,0.01,3
43539,0.02,0.02,0.03,0.02,0.03,0.02,0.05,0.02,0.02,0.44,0.02,0.02,0.1,0.06,0.05,0.02,0.02,0.02,0.02,9
43540,0.05,0.04,0.04,0.05,0.05,0.04,0.09,0.04,0.04,0.1,0.04,0.05,0.05,0.08,0.04,0.04,0.04,0.04,0.04,9
43541,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
43542,0.17,0.05,0.13,0.13,0.02,0.02,0.04,0.02,0.02,0.04,0.02,0.02,0.17,0.06,0.01,0.02,0.02,0.02,0.02,0
43543,0.04,0.01,0.01,0.45,0.1,0.0,0.04,0.0,0.0,0.0,0.01,0.01,0.03,0.14,0.01,0.11,0.01,0.01,0.01,3
43544,0.19,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.2,0.03,0.05,0.03,0.03,0.14,0.03,0.03,0.03,0.04,9
43545,0.11,0.06,0.01,0.06,0.05,0.01,0.04,0.01,0.01,0.01,0.01,0.02,0.28,0.07,0.01,0.2,0.01,0.01,0.02,12
43546,0.04,0.2,0.03,0.14,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.08,0.1,0.06,0.03,0.03,0.03,0.03,1
43547,0.03,0.03,0.06,0.1,0.1,0.03,0.09,0.03,0.03,0.21,0.03,0.02,0.07,0.04,0.02,0.02,0.03,0.03,0.03,9
43548,0.12,0.05,0.03,0.05,0.03,0.03,0.02,0.03,0.03,0.02,0.03,0.07,0.1,0.24,0.02,0.03,0.03,0.03,0.03,13
43549,0.02,0.27,0.02,0.04,0.05,0.02,0.19,0.02,0.02,0.05,0.02,0.03,0.02,0.02,0.05,0.05,0.02,0.03,0.02,1
43550,0.03,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.11,0.03,0.03,0.08,0.14,0.17,0.03,0.03,0.03,0.03,14
43551,0.15,0.03,0.02,0.14,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.01,0.42,0.02,0.01,0.03,0.02,0.02,0.02,12
43552,0.04,0.03,0.18,0.32,0.02,0.02,0.06,0.02,0.02,0.02,0.02,0.05,0.04,0.05,0.02,0.02,0.02,0.02,0.02,3
43553,0.03,0.17,0.08,0.16,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.05,0.07,0.05,0.12,0.02,0.03,0.03,0.02,1
43554,0.02,0.19,0.02,0.37,0.04,0.02,0.02,0.02,0.02,0.08,0.02,0.02,0.02,0.04,0.05,0.02,0.02,0.02,0.02,3
43555,0.04,0.04,0.03,0.25,0.07,0.03,0.04,0.03,0.03,0.06,0.03,0.09,0.05,0.04,0.03,0.03,0.03,0.03,0.03,3
43556,0.03,0.2,0.02,0.05,0.02,0.02,0.04,0.02,0.02,0.05,0.02,0.02,0.27,0.07,0.02,0.05,0.02,0.02,0.02,12
43557,0.02,0.08,0.02,0.14,0.26,0.02,0.03,0.02,0.02,0.08,0.04,0.04,0.14,0.02,0.02,0.02,0.02,0.02,0.02,4
43558,0.51,0.03,0.01,0.07,0.09,0.01,0.02,0.01,0.01,0.11,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0
43559,0.04,0.01,0.01,0.45,0.1,0.0,0.04,0.0,0.0,0.0,0.01,0.01,0.03,0.14,0.01,0.11,0.01,0.01,0.01,3
43560,0.19,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.2,0.03,0.05,0.03,0.03,0.14,0.03,0.03,0.03,0.04,9
43561,0.11,0.06,0.01,0.06,0.05,0.01,0.04,0.01,0.01,0.01,0.01,0.02,0.28,0.07,0.01,0.2,0.01,0.01,0.02,12
43562,0.04,0.2,0.03,0.14,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.08,0.1,0.06,0.03,0.03,0.03,0.03,1
43563,0.03,0.03,0.06,0.1,0.1,0.03,0.09,0.03,0.03,0.21,0.03,0.02,0.07,0.04,0.02,0.02,0.03,0.03,0.03,9
43564,0.12,0.05,0.03,0.05,0.03,0.03,0.02,0.03,0.03,0.02,0.03,0.07,0.1,0.24,0.02,0.03,0.03,0.03,0.03,13
43565,0.02,0.27,0.02,0.04,0.05,0.02,0.19,0.02,0.02,0.05,0.02,0.03,0.02,0.02,0.05,0.05,0.02,0.03,0.02,1
43566,0.03,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.11,0.03,0.03,0.08,0.14,0.17,0.03,0.03,0.03,0.03,14
43567,0.15,0.03,0.02,0.14,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.01,0.42,0.02,0.01,0.03,0.02,0.02,0.02,12
43568,0.04,0.03,0.18,0.32,0.02,0.02,0.06,0.02,0.02,0.02,0.02,0.05,0.04,0.05,0.02,0.02,0.02,0.02,0.02,3
43569,0.03,0.17,0.08,0.16,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.05,0.07,0.05,0.12,0.02,0.03,0.03,0.02,1
43570,0.02,0.19,0.02,0.37,0.04,0.02,0.02,0.02,0.02,0.08,0.02,0.02,0.02,0.04,0.05,0.02,0.02,0.02,0.02,3
43571,0.04,0.04,0.03,0.25,0.07,0.03,0.04,0.03,0.03,0.06,0.03,0.09,0.05,0.04,0.03,0.03,0.03,0.03,0.03,3
43572,0.03,0.2,0.02,0.05,0.02,0.02,0.04,0.02,0.02,0.05,0.02,0.02,0.27,0.07,0.02,0.05,0.02,0.02,0.02,12
43573,0.02,0.08,0.02,0.14,0.26,0.02,0.03,0.02,0.02,0.08,0.04,0.04,0.14,0.02,0.02,0.02,0.02,0.02,0.02,4
43574,0.51,0.03,0.01,0.07,0.09,0.01,0.02,0.01,0.01,0.11,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0
43575,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.09,0.04,0.04,0.14,0.04,0.04,0.04,0.04,14
43576,0.05,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.11,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,9
43577,0.22,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.03,0.15,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.05,0
43578,0.01,0.03,0.01,0.61,0.05,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.04,0.07,0.06,0.03,0.01,0.01,0.01,3
43579,0.01,0.08,0.01,0.22,0.02,0.02,0.18,0.01,0.01,0.02,0.01,0.02,0.25,0.02,0.03,0.04,0.01,0.01,0.01,12
43580,0.21,0.13,0.12,0.11,0.02,0.02,0.09,0.02,0.02,0.04,0.02,0.02,0.02,0.05,0.02,0.02,0.02,0.02,0.02,0
43581,0.03,0.07,0.01,0.25,0.2,0.01,0.17,0.01,0.01,0.01,0.01,0.03,0.04,0.05,0.01,0.04,0.01,0.01,0.01,3
43582,0.12,0.17,0.03,0.1,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.12,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
43583,0.06,0.02,0.03,0.12,0.05,0.03,0.01,0.01,0.02,0.02,0.01,0.01,0.06,0.46,0.04,0.01,0.01,0.01,0.01,13
43584,0.18,0.1,0.02,0.18,0.05,0.04,0.12,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.09,0.02,0.02,0.02,0.02,0
43585,0.12,0.03,0.03,0.11,0.03,0.03,0.03,0.03,0.03,0.16,0.03,0.09,0.06,0.04,0.08,0.03,0.03,0.03,0.03,9
43586,0.05,0.04,0.04,0.17,0.04,0.04,0.06,0.04,0.08,0.05,0.04,0.04,0.06,0.05,0.04,0.04,0.04,0.04,0.04,3
43587,0.13,0.03,0.03,0.21,0.03,0.03,0.07,0.03,0.03,0.1,0.03,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.03,3
43588,0.02,0.04,0.02,0.46,0.08,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.08,0.05,0.02,0.03,0.02,0.02,0.02,3
43589,0.04,0.04,0.05,0.09,0.08,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.13,0.04,0.04,0.04,0.04,14
43590,0.03,0.03,0.03,0.04,0.08,0.03,0.06,0.03,0.03,0.03,0.03,0.06,0.22,0.03,0.13,0.03,0.03,0.03,0.03,12
43591,0.07,0.06,0.03,0.07,0.03,0.03,0.06,0.03,0.03,0.15,0.03,0.03,0.1,0.04,0.12,0.03,0.03,0.03,0.03,9
43592,0.06,0.14,0.02,0.17,0.04,0.02,0.08,0.02,0.02,0.05,0.02,0.02,0.22,0.03,0.02,0.02,0.02,0.02,0.02,12
43593,0.01,0.09,0.01,0.17,0.16,0.01,0.01,0.01,0.01,0.03,0.02,0.03,0.07,0.19,0.02,0.06,0.01,0.01,0.05,13
43594,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.18,0.03,0.02,0.24,0.06,0.02,0.1,0.03,0.03,0.03,12
43595,0.05,0.06,0.01,0.16,0.1,0.01,0.02,0.01,0.02,0.03,0.01,0.02,0.08,0.3,0.04,0.05,0.01,0.01,0.02,13
43596,0.11,0.09,0.02,0.09,0.03,0.02,0.23,0.02,0.02,0.07,0.03,0.05,0.06,0.05,0.02,0.02,0.02,0.02,0.02,6
43597,0.04,0.02,0.02,0.07,0.2,0.02,0.11,0.02,0.02,0.02,0.04,0.05,0.15,0.07,0.02,0.03,0.03,0.03,0.02,4
43598,0.03,0.13,0.03,0.11,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.07,0.11,0.09,0.03,0.04,0.03,0.03,0.03,1
43599,0.05,0.01,0.01,0.22,0.11,0.01,0.16,0.01,0.01,0.03,0.01,0.01,0.24,0.08,0.01,0.02,0.01,0.01,0.02,12
43600,0.03,0.13,0.03,0.15,0.09,0.06,0.06,0.03,0.03,0.02,0.03,0.06,0.15,0.04,0.02,0.03,0.03,0.03,0.03,3
43601,0.03,0.18,0.03,0.03,0.07,0.03,0.05,0.03,0.05,0.03,0.03,0.08,0.18,0.04,0.03,0.03,0.03,0.03,0.03,1
43602,0.03,0.02,0.06,0.09,0.06,0.03,0.17,0.03,0.03,0.03,0.03,0.05,0.15,0.05,0.03,0.06,0.03,0.03,0.03,6
43603,0.09,0.11,0.06,0.05,0.03,0.02,0.09,0.02,0.03,0.09,0.02,0.04,0.13,0.08,0.04,0.06,0.02,0.02,0.02,12
43604,0.1,0.19,0.01,0.14,0.02,0.01,0.06,0.01,0.01,0.05,0.01,0.01,0.12,0.1,0.01,0.09,0.01,0.01,0.01,1
43605,0.03,0.04,0.03,0.03,0.07,0.12,0.1,0.03,0.03,0.03,0.03,0.04,0.08,0.18,0.03,0.04,0.03,0.03,0.03,13
43606,0.1,0.04,0.01,0.36,0.05,0.01,0.04,0.01,0.01,0.08,0.01,0.01,0.04,0.14,0.03,0.03,0.01,0.01,0.01,3
43607,0.04,0.06,0.06,0.1,0.03,0.02,0.16,0.02,0.02,0.02,0.02,0.02,0.24,0.04,0.05,0.02,0.02,0.02,0.02,12
43608,0.0,0.02,0.0,0.65,0.07,0.0,0.02,0.0,0.0,0.03,0.0,0.02,0.04,0.05,0.05,0.02,0.0,0.0,0.0,3
43609,0.02,0.01,0.02,0.57,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.09,0.06,0.04,0.04,0.01,0.01,0.01,3
43610,0.02,0.26,0.05,0.03,0.13,0.02,0.16,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.02,0.02,0.02,0.02,0.02,1
43611,0.06,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,14
43612,0.09,0.01,0.02,0.37,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.03,0.03,0.22,0.02,0.06,0.01,0.01,0.01,3
43613,0.08,0.03,0.02,0.26,0.13,0.01,0.16,0.01,0.01,0.04,0.01,0.01,0.03,0.1,0.01,0.04,0.01,0.01,0.02,3
43614,0.02,0.07,0.02,0.41,0.07,0.02,0.05,0.02,0.02,0.05,0.02,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.02,3
43615,0.06,0.08,0.0,0.34,0.06,0.01,0.14,0.0,0.0,0.05,0.01,0.0,0.07,0.13,0.02,0.01,0.0,0.0,0.0,3
43616,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.03,0.04,0.04,0.05,0.23,0.09,0.04,0.04,0.04,0.04,13
43617,0.03,0.06,0.01,0.11,0.12,0.01,0.32,0.01,0.01,0.02,0.02,0.01,0.05,0.13,0.04,0.03,0.01,0.01,0.01,6
43618,0.15,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
43619,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.05,0.08,0.08,0.14,0.06,0.04,0.04,0.04,0.04,0.04,12
43620,0.21,0.03,0.03,0.19,0.04,0.03,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.03,0.05,0
43621,0.05,0.09,0.02,0.32,0.02,0.02,0.11,0.02,0.02,0.02,0.02,0.02,0.04,0.04,0.09,0.02,0.02,0.02,0.05,3
43622,0.07,0.1,0.02,0.03,0.11,0.02,0.27,0.04,0.02,0.05,0.05,0.05,0.02,0.05,0.02,0.02,0.02,0.02,0.02,6
