Unnamed: 0,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18
182,0.02,0.02,0.01,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.1,0.45,0.04,0.04,0.02,0.09,0.02,0.04
183,0.03,0.15,0.04,0.03,0.03,0.03,0.11,0.03,0.03,0.05,0.03,0.05,0.11,0.12,0.03,0.03,0.04,0.03,0.06
184,0.02,0.12,0.06,0.02,0.02,0.02,0.26,0.02,0.02,0.03,0.02,0.03,0.19,0.02,0.02,0.03,0.03,0.02,0.02
185,0.05,0.04,0.13,0.04,0.04,0.04,0.06,0.05,0.04,0.04,0.04,0.05,0.05,0.09,0.05,0.04,0.05,0.04,0.04
186,0.03,0.19,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.09,0.17,0.14,0.03,0.04,0.03,0.03
187,0.06,0.05,0.07,0.03,0.03,0.03,0.09,0.03,0.03,0.03,0.03,0.03,0.33,0.03,0.03,0.03,0.03,0.04,0.03
188,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05
189,0.04,0.03,0.16,0.06,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.06,0.11,0.03,0.06,0.07,0.03,0.03,0.11
190,0.04,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.26,0.07,0.03,0.07,0.05,0.03,0.03
191,0.02,0.04,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.52,0.02,0.07,0.11,0.03,0.02,0.02
192,0.23,0.03,0.04,0.03,0.03,0.03,0.15,0.03,0.03,0.03,0.03,0.03,0.11,0.03,0.03,0.03,0.03,0.03,0.03
193,0.09,0.03,0.01,0.01,0.01,0.02,0.35,0.01,0.01,0.01,0.03,0.09,0.17,0.01,0.04,0.03,0.01,0.02,0.03
194,0.03,0.02,0.09,0.03,0.02,0.02,0.07,0.02,0.02,0.05,0.02,0.03,0.31,0.03,0.08,0.03,0.03,0.02,0.05
195,0.06,0.06,0.04,0.02,0.01,0.01,0.33,0.01,0.01,0.01,0.02,0.02,0.15,0.01,0.02,0.02,0.08,0.01,0.08
196,0.02,0.02,0.04,0.02,0.04,0.02,0.08,0.02,0.02,0.02,0.03,0.03,0.48,0.02,0.04,0.02,0.02,0.02,0.02
197,0.04,0.04,0.04,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.09,0.06,0.08,0.04,0.04,0.04,0.14
198,0.06,0.12,0.02,0.01,0.01,0.01,0.11,0.01,0.01,0.01,0.04,0.01,0.3,0.08,0.03,0.01,0.12,0.02,0.04
199,0.03,0.14,0.03,0.03,0.03,0.03,0.04,0.07,0.03,0.03,0.03,0.03,0.25,0.04,0.03,0.03,0.03,0.06,0.03
200,0.03,0.03,0.09,0.05,0.03,0.03,0.33,0.03,0.03,0.03,0.03,0.04,0.09,0.03,0.03,0.03,0.04,0.03,0.03
201,0.04,0.04,0.11,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.05,0.17,0.04,0.04,0.04,0.04,0.04,0.04
202,0.08,0.13,0.13,0.04,0.04,0.02,0.18,0.01,0.02,0.04,0.05,0.05,0.09,0.02,0.01,0.02,0.02,0.05,0.01
203,0.02,0.25,0.04,0.03,0.05,0.02,0.02,0.02,0.02,0.04,0.03,0.03,0.23,0.02,0.02,0.04,0.05,0.02,0.02
204,0.03,0.11,0.03,0.05,0.03,0.03,0.11,0.03,0.03,0.12,0.03,0.05,0.04,0.03,0.06,0.05,0.07,0.04,0.04
205,0.02,0.04,0.04,0.03,0.02,0.02,0.17,0.02,0.02,0.01,0.02,0.03,0.38,0.02,0.12,0.02,0.02,0.02,0.02
206,0.03,0.09,0.08,0.02,0.02,0.02,0.13,0.02,0.02,0.02,0.02,0.1,0.23,0.09,0.02,0.04,0.02,0.02,0.03
207,0.02,0.14,0.07,0.06,0.02,0.02,0.11,0.02,0.02,0.03,0.02,0.02,0.11,0.19,0.05,0.03,0.03,0.02,0.02
208,0.07,0.03,0.03,0.03,0.03,0.03,0.14,0.03,0.03,0.03,0.03,0.04,0.07,0.03,0.21,0.04,0.03,0.07,0.03
209,0.03,0.03,0.09,0.05,0.03,0.03,0.12,0.08,0.03,0.03,0.03,0.06,0.2,0.03,0.02,0.03,0.06,0.03,0.04
210,0.02,0.04,0.04,0.02,0.02,0.02,0.45,0.05,0.02,0.03,0.02,0.02,0.06,0.02,0.04,0.09,0.02,0.02,0.02
211,0.02,0.04,0.02,0.04,0.04,0.02,0.27,0.03,0.02,0.02,0.03,0.02,0.25,0.02,0.03,0.08,0.02,0.02,0.02
212,0.03,0.03,0.07,0.06,0.03,0.03,0.16,0.03,0.03,0.03,0.03,0.05,0.07,0.03,0.1,0.1,0.04,0.03,0.04
213,0.06,0.3,0.02,0.0,0.01,0.01,0.1,0.01,0.01,0.03,0.01,0.01,0.31,0.0,0.02,0.01,0.05,0.0,0.05
214,0.04,0.09,0.17,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.08,0.25,0.02,0.02,0.03,0.02,0.02,0.1
215,0.03,0.08,0.01,0.01,0.01,0.01,0.05,0.03,0.01,0.03,0.01,0.06,0.3,0.14,0.04,0.15,0.01,0.01,0.03
216,0.18,0.07,0.02,0.02,0.02,0.02,0.08,0.08,0.02,0.02,0.02,0.02,0.18,0.02,0.04,0.07,0.06,0.02,0.02
217,0.04,0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.06,0.42,0.03,0.03,0.03,0.03,0.03,0.03
218,0.03,0.04,0.14,0.04,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.3,0.02,0.02,0.02,0.02,0.02,0.19
219,0.03,0.04,0.04,0.08,0.03,0.03,0.09,0.03,0.03,0.09,0.03,0.03,0.2,0.04,0.04,0.03,0.04,0.03,0.07
220,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.14,0.04,0.1,0.09,0.04,0.04,0.04
221,0.12,0.02,0.01,0.02,0.01,0.01,0.25,0.01,0.01,0.01,0.01,0.12,0.33,0.01,0.01,0.01,0.03,0.01,0.02
222,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.38,0.09,0.03,0.03,0.03,0.03,0.03
223,0.03,0.02,0.05,0.02,0.02,0.02,0.06,0.02,0.02,0.02,0.02,0.06,0.44,0.02,0.07,0.03,0.02,0.02,0.02
224,0.07,0.04,0.05,0.04,0.05,0.06,0.05,0.05,0.06,0.05,0.07,0.04,0.05,0.04,0.04,0.05,0.04,0.05,0.1
225,0.03,0.04,0.03,0.04,0.03,0.03,0.08,0.03,0.03,0.03,0.03,0.04,0.28,0.04,0.03,0.05,0.06,0.03,0.07
226,0.04,0.03,0.03,0.03,0.04,0.08,0.04,0.04,0.04,0.03,0.04,0.04,0.11,0.04,0.07,0.2,0.03,0.04,0.03
227,0.02,0.02,0.04,0.01,0.01,0.01,0.02,0.02,0.01,0.03,0.01,0.06,0.56,0.01,0.04,0.03,0.02,0.01,0.05
228,0.03,0.16,0.02,0.06,0.03,0.03,0.02,0.09,0.03,0.03,0.02,0.03,0.26,0.02,0.03,0.05,0.02,0.03,0.05
229,0.04,0.04,0.07,0.04,0.05,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.21,0.04,0.14,0.03,0.04,0.03,0.04
230,0.03,0.02,0.05,0.03,0.02,0.02,0.07,0.02,0.02,0.03,0.02,0.03,0.42,0.02,0.08,0.03,0.03,0.02,0.03
231,0.01,0.24,0.05,0.01,0.01,0.01,0.1,0.02,0.01,0.01,0.01,0.03,0.25,0.06,0.08,0.05,0.02,0.01,0.02
232,0.05,0.06,0.04,0.02,0.02,0.02,0.17,0.02,0.02,0.03,0.03,0.08,0.09,0.03,0.08,0.12,0.03,0.05,0.03
233,0.04,0.16,0.06,0.02,0.02,0.02,0.13,0.02,0.04,0.02,0.02,0.02,0.2,0.02,0.09,0.04,0.02,0.02,0.05
234,0.03,0.03,0.02,0.03,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.42,0.08,0.14,0.02,0.03,0.02,0.02
235,0.04,0.04,0.09,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.18,0.04,0.04,0.04,0.04,0.04,0.04
236,0.03,0.06,0.1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.11,0.06,0.12,0.04,0.11,0.03,0.04
237,0.02,0.02,0.02,0.03,0.02,0.02,0.12,0.02,0.04,0.02,0.02,0.03,0.45,0.05,0.03,0.04,0.03,0.02,0.02
238,0.07,0.02,0.02,0.02,0.04,0.02,0.26,0.02,0.02,0.03,0.02,0.03,0.23,0.02,0.05,0.07,0.03,0.02,0.02
239,0.02,0.23,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.04,0.25,0.09,0.02,0.02,0.02,0.02,0.08
240,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.4,0.08,0.05,0.03,0.03,0.03,0.02
241,0.02,0.02,0.06,0.1,0.02,0.03,0.14,0.02,0.02,0.02,0.02,0.08,0.31,0.02,0.07,0.02,0.02,0.02,0.03
242,0.06,0.06,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.22,0.04,0.04,0.04,0.04,0.04,0.04
243,0.02,0.04,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.05,0.42,0.02,0.09,0.02,0.03,0.03,0.05
244,0.03,0.36,0.02,0.03,0.03,0.02,0.1,0.02,0.02,0.02,0.02,0.02,0.15,0.02,0.02,0.02,0.02,0.02,0.06
245,0.03,0.1,0.07,0.07,0.03,0.03,0.2,0.03,0.03,0.04,0.03,0.04,0.08,0.04,0.03,0.03,0.04,0.03,0.07
246,0.02,0.2,0.06,0.02,0.02,0.02,0.08,0.02,0.02,0.02,0.02,0.02,0.28,0.05,0.06,0.03,0.03,0.02,0.04
247,0.02,0.02,0.04,0.02,0.02,0.02,0.04,0.02,0.02,0.04,0.02,0.09,0.44,0.03,0.02,0.02,0.03,0.02,0.05
248,0.02,0.08,0.02,0.01,0.05,0.02,0.14,0.02,0.02,0.02,0.07,0.1,0.17,0.11,0.08,0.02,0.03,0.02,0.02
249,0.03,0.02,0.01,0.03,0.02,0.01,0.06,0.02,0.01,0.1,0.01,0.02,0.36,0.02,0.02,0.16,0.02,0.01,0.04
250,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.05,0.03,0.02,0.02,0.12,0.31,0.05,0.05,0.08,0.03,0.03,0.02
251,0.02,0.03,0.04,0.03,0.02,0.02,0.16,0.02,0.02,0.01,0.01,0.02,0.44,0.02,0.05,0.02,0.02,0.01,0.04
252,0.02,0.08,0.03,0.02,0.02,0.02,0.32,0.02,0.02,0.02,0.02,0.03,0.18,0.02,0.06,0.02,0.02,0.02,0.02
253,0.1,0.12,0.07,0.07,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.33,0.02,0.02,0.02,0.03,0.02,0.02
254,0.04,0.08,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.08,0.41,0.02,0.04,0.02,0.03,0.02,0.04
255,0.02,0.11,0.03,0.02,0.02,0.02,0.22,0.02,0.02,0.02,0.02,0.07,0.21,0.03,0.02,0.06,0.03,0.02,0.02
256,0.08,0.31,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.25,0.02,0.01,0.02,0.07,0.02,0.02
257,0.04,0.04,0.07,0.06,0.03,0.03,0.04,0.04,0.04,0.03,0.07,0.05,0.13,0.04,0.04,0.07,0.06,0.03,0.08
258,0.06,0.04,0.01,0.05,0.01,0.01,0.14,0.01,0.01,0.02,0.02,0.02,0.44,0.03,0.02,0.03,0.02,0.01,0.03
259,0.02,0.31,0.02,0.02,0.02,0.02,0.05,0.04,0.02,0.02,0.02,0.02,0.27,0.05,0.02,0.02,0.02,0.02,0.02
260,0.07,0.04,0.04,0.04,0.04,0.04,0.1,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.13,0.04,0.04,0.04,0.04
261,0.04,0.03,0.03,0.04,0.03,0.03,0.04,0.04,0.03,0.05,0.03,0.05,0.27,0.07,0.03,0.03,0.06,0.03,0.05
262,0.05,0.06,0.03,0.05,0.03,0.03,0.2,0.03,0.03,0.03,0.06,0.03,0.1,0.06,0.03,0.03,0.04,0.03,0.04
263,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.07,0.18,0.04,0.04,0.04,0.04,0.07,0.04
264,0.01,0.31,0.01,0.01,0.01,0.01,0.06,0.01,0.01,0.01,0.01,0.03,0.31,0.01,0.06,0.08,0.03,0.01,0.04
265,0.06,0.11,0.02,0.02,0.03,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.33,0.02,0.1,0.06,0.02,0.02,0.02
266,0.16,0.17,0.01,0.01,0.01,0.01,0.32,0.04,0.01,0.01,0.01,0.02,0.08,0.05,0.05,0.01,0.01,0.01,0.01
267,0.02,0.03,0.02,0.02,0.02,0.02,0.11,0.02,0.02,0.02,0.03,0.24,0.24,0.03,0.02,0.02,0.06,0.02,0.02
268,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.16,0.13,0.05,0.04,0.04,0.04,0.04
269,0.02,0.03,0.01,0.06,0.01,0.01,0.44,0.01,0.01,0.02,0.01,0.02,0.05,0.06,0.1,0.03,0.03,0.01,0.06
270,0.02,0.28,0.06,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.25,0.07,0.02,0.02,0.03,0.02,0.03
271,0.05,0.04,0.02,0.02,0.02,0.02,0.39,0.02,0.02,0.02,0.02,0.02,0.18,0.02,0.04,0.02,0.03,0.02,0.03
272,0.06,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.02,0.1,0.18,0.02,0.19,0.02,0.1,0.02,0.06
273,0.07,0.03,0.03,0.06,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.1,0.31,0.03,0.03,0.04,0.03,0.03,0.03
274,0.08,0.02,0.06,0.06,0.02,0.02,0.14,0.02,0.02,0.04,0.02,0.04,0.21,0.09,0.02,0.03,0.03,0.02,0.04
275,0.06,0.4,0.02,0.01,0.01,0.01,0.03,0.02,0.01,0.01,0.02,0.02,0.26,0.01,0.03,0.02,0.02,0.01,0.01
276,0.1,0.03,0.03,0.03,0.03,0.03,0.12,0.03,0.03,0.03,0.03,0.04,0.11,0.03,0.07,0.03,0.04,0.05,0.11
277,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.37,0.03,0.03,0.03,0.04,0.03,0.03
278,0.03,0.03,0.05,0.02,0.02,0.02,0.12,0.02,0.02,0.02,0.06,0.03,0.23,0.1,0.07,0.02,0.03,0.03,0.05
279,0.04,0.08,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.07,0.23,0.08,0.06,0.05,0.04,0.03,0.03
280,0.04,0.18,0.03,0.11,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.07,0.1,0.03,0.04,0.04,0.04,0.04
281,0.08,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.09,0.05,0.05,0.05,0.05,0.05,0.05
282,0.02,0.08,0.02,0.05,0.05,0.03,0.19,0.03,0.03,0.03,0.02,0.04,0.17,0.02,0.06,0.04,0.02,0.03,0.06
283,0.06,0.05,0.08,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.05
284,0.02,0.03,0.02,0.02,0.03,0.02,0.4,0.02,0.02,0.02,0.02,0.02,0.08,0.02,0.04,0.15,0.02,0.03,0.02
285,0.02,0.04,0.02,0.03,0.02,0.02,0.07,0.02,0.02,0.02,0.02,0.03,0.46,0.02,0.04,0.04,0.09,0.02,0.04
286,0.02,0.04,0.02,0.02,0.03,0.02,0.21,0.02,0.02,0.02,0.05,0.03,0.16,0.02,0.15,0.08,0.03,0.02,0.02
287,0.04,0.03,0.03,0.03,0.03,0.03,0.11,0.09,0.03,0.03,0.03,0.03,0.26,0.03,0.07,0.03,0.03,0.03,0.03
288,0.01,0.11,0.01,0.0,0.0,0.0,0.26,0.01,0.0,0.0,0.01,0.01,0.04,0.04,0.06,0.4,0.01,0.01,0.0
289,0.02,0.03,0.02,0.04,0.02,0.02,0.28,0.02,0.02,0.02,0.02,0.05,0.22,0.05,0.02,0.04,0.04,0.04,0.05
290,0.02,0.07,0.02,0.03,0.03,0.03,0.37,0.03,0.03,0.02,0.03,0.02,0.08,0.02,0.02,0.06,0.02,0.04,0.02
291,0.04,0.04,0.04,0.04,0.03,0.03,0.05,0.04,0.03,0.04,0.04,0.04,0.24,0.05,0.04,0.06,0.08,0.03,0.04
292,0.03,0.06,0.05,0.03,0.02,0.02,0.27,0.02,0.02,0.02,0.02,0.02,0.3,0.04,0.02,0.02,0.02,0.02,0.04
293,0.01,0.48,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.03,0.02,0.01,0.27,0.01,0.06,0.02,0.01,0.01,0.02
294,0.02,0.03,0.03,0.02,0.03,0.02,0.41,0.02,0.02,0.02,0.03,0.02,0.05,0.02,0.02,0.21,0.02,0.02,0.02
295,0.04,0.13,0.05,0.05,0.02,0.02,0.17,0.02,0.02,0.02,0.02,0.02,0.26,0.04,0.05,0.02,0.02,0.02,0.02
296,0.07,0.13,0.02,0.03,0.02,0.01,0.3,0.01,0.01,0.02,0.01,0.16,0.1,0.01,0.05,0.02,0.01,0.01,0.01
297,0.03,0.03,0.11,0.03,0.03,0.03,0.35,0.04,0.03,0.03,0.05,0.03,0.05,0.03,0.03,0.03,0.03,0.03,0.03
298,0.01,0.24,0.04,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.44,0.01,0.02,0.07,0.02,0.01,0.02
299,0.06,0.06,0.08,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.09,0.1,0.04,0.05,0.04,0.05,0.04,0.04
300,0.21,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.18,0.03,0.03,0.04,0.05,0.03,0.03
301,0.08,0.04,0.22,0.04,0.03,0.03,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.12,0.03,0.04,0.03,0.04
302,0.14,0.02,0.04,0.08,0.02,0.03,0.22,0.02,0.02,0.06,0.02,0.04,0.1,0.02,0.05,0.02,0.02,0.02,0.02
303,0.01,0.29,0.01,0.01,0.01,0.01,0.31,0.01,0.01,0.01,0.01,0.01,0.16,0.02,0.03,0.01,0.04,0.01,0.01
304,0.03,0.08,0.09,0.03,0.03,0.03,0.21,0.03,0.03,0.03,0.03,0.09,0.15,0.03,0.03,0.03,0.04,0.03,0.03
305,0.04,0.04,0.05,0.06,0.04,0.04,0.05,0.04,0.04,0.04,0.08,0.05,0.2,0.04,0.04,0.04,0.04,0.04,0.04
306,0.05,0.05,0.15,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
307,0.02,0.02,0.05,0.03,0.02,0.02,0.24,0.02,0.02,0.02,0.02,0.02,0.34,0.02,0.06,0.02,0.02,0.04,0.03
308,0.01,0.28,0.01,0.02,0.01,0.01,0.21,0.1,0.01,0.01,0.01,0.01,0.19,0.04,0.01,0.03,0.01,0.01,0.02
309,0.02,0.16,0.06,0.03,0.02,0.02,0.1,0.03,0.03,0.02,0.02,0.03,0.14,0.03,0.09,0.07,0.08,0.02,0.02
310,0.02,0.04,0.06,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.07,0.43,0.02,0.07,0.03,0.03,0.02,0.04
311,0.02,0.02,0.01,0.06,0.01,0.01,0.38,0.01,0.01,0.02,0.01,0.04,0.24,0.01,0.1,0.01,0.02,0.01,0.01
312,0.02,0.08,0.03,0.03,0.02,0.02,0.22,0.02,0.02,0.02,0.02,0.03,0.27,0.02,0.09,0.04,0.02,0.02,0.02
313,0.03,0.04,0.06,0.03,0.03,0.03,0.24,0.03,0.03,0.03,0.03,0.03,0.25,0.03,0.03,0.03,0.03,0.03,0.03
314,0.02,0.27,0.02,0.01,0.01,0.01,0.29,0.01,0.02,0.01,0.02,0.02,0.12,0.03,0.05,0.02,0.02,0.02,0.01
315,0.04,0.05,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.28,0.06,0.17,0.02,0.02,0.07,0.04,0.03,0.03
316,0.02,0.02,0.04,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.1,0.46,0.02,0.02,0.02,0.06,0.02,0.05
317,0.02,0.29,0.05,0.07,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.15,0.12,0.04,0.02,0.03,0.02,0.02
318,0.03,0.07,0.03,0.03,0.03,0.03,0.24,0.03,0.03,0.03,0.03,0.03,0.22,0.03,0.03,0.03,0.03,0.03,0.03
319,0.04,0.05,0.02,0.08,0.03,0.02,0.13,0.02,0.02,0.02,0.02,0.03,0.3,0.02,0.13,0.02,0.03,0.02,0.02
320,0.06,0.03,0.06,0.02,0.02,0.02,0.07,0.04,0.02,0.03,0.02,0.04,0.34,0.11,0.03,0.02,0.03,0.02,0.02
321,0.03,0.01,0.03,0.04,0.03,0.01,0.25,0.01,0.02,0.02,0.01,0.02,0.29,0.03,0.1,0.05,0.01,0.01,0.01
322,0.03,0.06,0.04,0.03,0.03,0.03,0.17,0.03,0.03,0.02,0.03,0.04,0.12,0.03,0.02,0.11,0.05,0.04,0.11
323,0.05,0.08,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.21,0.04,0.04,0.04,0.04,0.04,0.04
324,0.02,0.03,0.05,0.04,0.04,0.02,0.38,0.02,0.02,0.02,0.02,0.02,0.18,0.02,0.06,0.02,0.03,0.02,0.02
325,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05
326,0.15,0.04,0.04,0.03,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.09,0.27,0.02,0.04,0.01,0.08,0.01,0.01
327,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.35,0.02,0.19,0.03,0.03,0.02,0.04
328,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.17,0.08,0.04,0.05,0.04,0.04
329,0.02,0.02,0.04,0.04,0.02,0.02,0.16,0.05,0.02,0.02,0.03,0.03,0.24,0.18,0.02,0.02,0.02,0.02,0.04
330,0.01,0.2,0.03,0.05,0.01,0.01,0.08,0.01,0.02,0.01,0.01,0.01,0.33,0.02,0.08,0.01,0.05,0.03,0.03
331,0.13,0.07,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.44,0.02,0.02,0.02,0.03,0.02,0.02
332,0.03,0.02,0.03,0.06,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.14,0.37,0.06,0.02,0.02,0.03,0.02,0.02
333,0.08,0.12,0.06,0.03,0.02,0.02,0.15,0.02,0.02,0.06,0.15,0.03,0.02,0.02,0.06,0.05,0.02,0.02,0.05
334,0.04,0.03,0.04,0.06,0.04,0.04,0.14,0.04,0.04,0.04,0.04,0.04,0.15,0.03,0.1,0.04,0.04,0.04,0.04
335,0.04,0.04,0.07,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.12,0.04,0.04,0.16,0.04,0.04,0.04
336,0.05,0.28,0.03,0.02,0.03,0.04,0.25,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.02,0.02
337,0.04,0.03,0.03,0.03,0.03,0.03,0.09,0.03,0.03,0.07,0.03,0.03,0.24,0.03,0.06,0.07,0.04,0.03,0.03
338,0.03,0.05,0.05,0.03,0.02,0.03,0.03,0.02,0.02,0.02,0.13,0.03,0.38,0.03,0.02,0.02,0.02,0.02,0.02
339,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
340,0.02,0.32,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.17,0.08,0.04,0.04,0.03,0.02,0.06
341,0.04,0.04,0.04,0.04,0.03,0.03,0.11,0.03,0.03,0.03,0.05,0.03,0.15,0.03,0.07,0.04,0.04,0.04,0.11
342,0.03,0.04,0.04,0.03,0.03,0.03,0.13,0.03,0.03,0.04,0.07,0.05,0.15,0.03,0.11,0.04,0.04,0.03,0.04
343,0.05,0.03,0.02,0.02,0.02,0.02,0.11,0.02,0.02,0.02,0.02,0.04,0.38,0.05,0.09,0.03,0.05,0.02,0.02
344,0.05,0.06,0.04,0.08,0.03,0.03,0.17,0.03,0.03,0.03,0.03,0.03,0.13,0.03,0.03,0.03,0.04,0.03,0.09
345,0.03,0.15,0.04,0.02,0.02,0.02,0.15,0.02,0.02,0.02,0.02,0.03,0.29,0.02,0.02,0.03,0.03,0.02,0.03
346,0.02,0.04,0.03,0.04,0.03,0.01,0.06,0.01,0.01,0.02,0.01,0.02,0.58,0.02,0.03,0.01,0.02,0.01,0.03
347,0.04,0.04,0.12,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.12,0.04,0.04,0.11,0.04,0.04,0.04
348,0.06,0.1,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.05,0.04,0.08,0.12,0.04,0.07,0.04,0.05,0.04,0.04
349,0.03,0.03,0.04,0.04,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.05,0.24,0.03,0.17,0.03,0.03,0.03,0.03
350,0.04,0.04,0.08,0.08,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.05,0.14,0.04,0.04,0.04,0.04,0.04,0.04
351,0.02,0.18,0.06,0.02,0.02,0.02,0.11,0.02,0.02,0.02,0.02,0.05,0.36,0.02,0.02,0.02,0.02,0.02,0.02
352,0.02,0.03,0.06,0.06,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.4,0.03,0.08,0.02,0.03,0.03,0.03
353,0.05,0.02,0.05,0.03,0.02,0.02,0.09,0.02,0.02,0.02,0.02,0.04,0.4,0.05,0.03,0.02,0.03,0.02,0.02
354,0.03,0.04,0.07,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.36,0.04,0.03,0.03,0.03,0.03,0.03
355,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.46,0.03,0.03,0.03,0.04,0.03,0.03
356,0.07,0.27,0.04,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.11,0.04,0.03,0.03,0.04,0.03,0.03
357,0.02,0.15,0.04,0.01,0.01,0.01,0.03,0.01,0.01,0.02,0.01,0.02,0.39,0.03,0.13,0.03,0.02,0.01,0.05
358,0.05,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.05,0.05
359,0.02,0.06,0.08,0.02,0.02,0.02,0.09,0.03,0.02,0.02,0.02,0.03,0.28,0.02,0.18,0.02,0.02,0.02,0.02
